Stufe;Place1;Place2;Place3;Place4;Place5;Longitude;Latitude;Zoom;Icon
4;DE;Niedersachsen;Landkreis Hildesheim;Hildesheim;;E9.9407;N52.1410;12;
4;DE;Niedersachsen;Landkreis Hildesheim;Hildesheim;;E9.9713;N52.1353;12;
4;DE;Niedersachsen;Landkreis Hildesheim;Sarstedt;;E9.8541;N52.2350;12;
4;DE;Niedersachsen;Landkreis Hildesheim;Bad Salzdetfurth;;E10.0058;N52.0578;12;
4;DE;Niedersachsen;Landkreis Hildesheim;Bockenem;;E10.1320;N52.0099;12;
4;DE;Niedersachsen;Landkreis Hildesheim;Nordstemmen;;E9.7835;N52.1620;12;
4;DE;Niedersachsen;Landkreis Hildesheim;Schellerten;;E10.1023;N52.1853;12;
4;DE;Niedersachsen;Landkreis Hildesheim;Harsum;;E9.9649;N52.2104;12;
4;DE;Niedersachsen;Landkreis Hildesheim;Giesen;;E9.8989;N52.1972;12;
4;DE;Niedersachsen;Landkreis Hildesheim;Söhlde;;E10.2324;N52.1890;12;
4;DE;Niedersachsen;Landkreis Hildesheim;Holle;;E10.1601;N52.0872;12;
4;DE;Niedersachsen;Landkreis Hildesheim;Algermissen;;E9.9691;N52.2533;12;
4;DE;Niedersachsen;Landkreis Hildesheim;Lamspringe;;E10.0110;N51.9607;12;
4;DE;Niedersachsen;Landkreis Hildesheim;Neuhof;;E10.0500;N51.9833;12;
4;DE;Niedersachsen;Landkreis Hildesheim;Sehlem;;E9.9759;N52.0124;12;
4;DE;Niedersachsen;Landkreis Hildesheim;Diekholzen;;E9.9195;N52.0962;12;
4;DE;Niedersachsen;Peine;Peine;;E10.2307;N52.3233;12;
4;DE;Niedersachsen;Peine;Peine;;E10.2336;N52.3143;12;
4;DE;Niedersachsen;Peine;Peine;;E10.2492;N52.3395;12;
4;DE;Niedersachsen;Peine;Edemissen;;E10.2614;N52.3870;12;
4;DE;Niedersachsen;Peine;Ilsede;;E10.1992;N52.2634;12;
4;DE;Niedersachsen;Peine;Lahstedt;;E10.2167;N52.2500;12;
4;DE;Niedersachsen;Peine;Hohenhameln;;E10.0642;N52.2575;12;
4;DE;Niedersachsen;Region Hannover;Lehrte;;E9.9792;N52.3719;12;
4;DE;Niedersachsen;Region Hannover;Burgdorf;;E10.0064;N52.4463;12;
4;DE;Niedersachsen;Region Hannover;Uetze;;E10.1581;N52.4713;12;
4;DE;Niedersachsen;Region Hannover;Sehnde;;E9.9682;N52.3139;12;
4;DE;Niedersachsen;Region Hannover;Wunstorf;;E9.4359;N52.4238;12;
4;DE;Niedersachsen;Region Hannover;Neustadt am Rübenberge;;E9.4587;N52.5046;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Bad Nenndorf Horsten;;E9.3518;N52.3393;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Bad Nenndorf;;E9.3790;N52.3370;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Bad Nenndorf Waltringhausen;;E9.4052;N52.3429;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Bad Nenndorf Bad Nenndorf;;E9.3848;N52.3377;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Bad Nenndorf Riepen;;E9.3343;N52.3447;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Rehburg-Loccum;;E9.1996;N52.4695;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Rehburg-Loccum Bad Rehburg;;E9.2151;N52.4382;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Rehburg-Loccum Loccum;;E9.1459;N52.4539;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Rehburg-Loccum Winzlar;;E9.2607;N52.4476;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Rehburg-Loccum Rehburg;;E9.2291;N52.4750;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Rehburg-Loccum Münchehagen;;E9.1886;N52.4395;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Apelern Apelern;;E9.3336;N52.2895;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Rodenberg;;E9.3564;N52.3115;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Apelern Groß Hegesdorf;;E9.3065;N52.3088;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Apelern;;E9.3358;N52.2898;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Apelern Soldorf;;E9.3248;N52.3079;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Rodenberg Rodenberg;;E9.3457;N52.3032;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Apelern Lyhren;;E9.3189;N52.3007;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Rodenberg Algesdorf;;E9.3430;N52.3241;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Apelern Reinsdorf;;E9.2897;N52.2895;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Apelern Kleinhegesdorf;;E9.3218;N52.3178;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Sachsenhagen;;E9.2679;N52.3973;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Auhagen;;E9.2919;N52.3983;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Sachsenhagen Nienbrügge;;E9.2268;N52.3829;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Sachsenhagen Sachsenhagen;;E9.2225;N52.3890;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Auhagen Auhagen;;E9.2970;N52.3978;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Auhagen Düdinghausen;;E9.2975;N52.4139;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Suthfeld Riehe;;E9.3957;N52.3528;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Suthfeld Helsinghausen;;E9.3862;N52.3641;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Suthfeld Kreuzriehe;;E9.3862;N52.3560;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Suthfeld;;E9.3893;N52.3576;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Wölpinghausen;;E9.2333;N52.4167;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Wölpinghausen Wiedenbrügge;;E9.2600;N52.4269;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Wölpinghausen Schmalenbruch-Windhorn;;E9.2732;N52.4193;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Wölpinghausen Bergkirchen;;E9.2570;N52.4130;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Wölpinghausen Wölpinghausen;;E9.2327;N52.4189;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Hagenburg;;E9.3247;N52.4337;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Hagenburg Altenhagen;;E9.3431;N52.4382;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Hagenburg Hagenburg;;E9.3149;N52.4294;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Haste;;E9.3928;N52.3810;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Hohnhorst Hohnhorst;;E9.3716;N52.3690;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Hohnhorst Ohndorf;;E9.3496;N52.3551;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Hohnhorst Rehren A.R.;;E9.3409;N52.3731;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Hohnhorst;;E9.3717;N52.3694;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Nienburg (Weser) Erichshagen;;E9.2449;N52.6645;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Nienburg (Weser) Nienburg (Weser);;E9.2221;N52.6537;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Nienburg (Weser) Holtorf;;E9.2271;N52.6757;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Nienburg (Weser);;E9.2365;N52.6493;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Nienburg (Weser) Langendamm;;E9.2604;N52.6173;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Stolzenau Hibben;;E9.0289;N52.5023;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Stolzenau Holzhausen;;E9.0569;N52.5207;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Stolzenau Müsleringen;;E9.0274;N52.4893;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Stolzenau Diethe;;E9.0083;N52.4736;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Stolzenau Stolzenau;;E9.0296;N52.5138;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Stolzenau Frestorf;;E9.0039;N52.4857;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Stolzenau Anemolter-Schinna/ Anemolter;;E9.0701;N52.5454;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Stolzenau;;E9.0667;N52.5167;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Stolzenau Nendorf;;E8.9855;N52.5010;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Stolzenau Anemolter-Schinna;;E9.0716;N52.5409;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Stolzenau Anemolter-Schinna/ Schinna;;E9.0731;N52.5364;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Steyerberg;;E9.0242;N52.5702;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Steyerberg Steyerberg;;E9.0260;N52.5679;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Steyerberg Voigtei;;E8.9225;N52.6083;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Steyerberg Wellie;;E9.0790;N52.5755;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Steyerberg Düdinghausen;;E8.9708;N52.5786;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Steyerberg Deblinghausen;;E8.9760;N52.5930;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Uchte;;E8.9093;N52.4998;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Diepenau;;E8.7176;N52.4187;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Raddestorf;;E8.9667;N52.4500;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Warmsen;;E8.8495;N52.4570;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Marklohe;;E9.1422;N52.6686;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Balge;;E9.1667;N52.7167;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Wietzen;;E9.0833;N52.7167;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Liebenau;;E9.0972;N52.6036;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Binnen;;E9.1333;N52.6167;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Pennigsehl;;E9.0263;N52.6418;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Heemsen Gadesbünden;;E9.2730;N52.7130;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Heemsen Anderten;;E9.3210;N52.7395;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Heemsen;;E9.2667;N52.7000;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Heemsen Heemsen;;E9.2634;N52.7427;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Heemsen Lichtenmoor;;E9.3040;N52.7076;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Drakenburg;;E9.2108;N52.6869;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Haßbergen;;E9.2333;N52.7333;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Rohrsen;;E9.2323;N52.7099;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Landesbergen Brokeloh;;E9.2085;N52.5463;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Landesbergen Hahnenberg;;E9.1231;N52.5306;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Landesbergen Heidhausen;;E9.1445;N52.5427;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Landesbergen Landesbergen;;E9.1246;N52.5625;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Landesbergen;;E9.1251;N52.5560;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Estorf Leeseringen;;E9.1533;N52.5975;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Estorf;;E9.1415;N52.5885;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Estorf Estorf;;E9.1415;N52.5881;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Husum;;E9.2500;N52.5667;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Leese;;E9.1167;N52.5000;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Steimbke Steimbke;;E9.3912;N52.6555;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Steimbke;;E9.3909;N52.6548;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Steimbke Wenden;;E9.3890;N52.6276;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Steimbke Wendenborstel;;E9.4348;N52.6469;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Steimbke Lichtenhorst;;E9.4016;N52.7188;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Linsburg;;E9.3026;N52.5935;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Rodewald;;E9.4821;N52.6658;12;
4;DE;Niedersachsen;Landkreis Nienburg/Weser;Stöckse;;E9.3403;N52.6407;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Stadthagen Habichhorst-Blyinghausen;;E9.2440;N52.3164;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Stadthagen;;E9.2031;N52.3233;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Stadthagen Probsthagen;;E9.2327;N52.3416;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Stadthagen Hörkamp-Langenbruch;;E9.2327;N52.2917;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Stadthagen Obernwöhren;;E9.2429;N52.3029;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Stadthagen Reinsen-Remeringhausen;;E9.2714;N52.3182;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Stadthagen Habichhorst-Blyinghausen/ Blyinghausen;;E9.2524;N52.3169;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Stadthagen Wendthagen-Ehlen;;E9.2056;N52.2935;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Stadthagen Krebshagen;;E9.2056;N52.3011;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Stadthagen Stadthagen;;E9.2007;N52.3203;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Stadthagen Hobbensen;;E9.1442;N52.3236;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Stadthagen Habichhorst-Blyinghausen/ Habichhorst;;E9.2356;N52.3160;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Stadthagen Enzen;;E9.1537;N52.3250;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Bückeburg;;E9.0494;N52.2606;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Bückeburg Evesen;;E8.9944;N52.2818;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Bückeburg Scheie;;E9.0536;N52.2760;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Bückeburg Warber;;E9.0609;N52.2939;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Bückeburg Bückeburg;;E9.0626;N52.2644;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Bückeburg Meinsen;;E9.0521;N52.2966;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Bückeburg Rusbend;;E9.0682;N52.3119;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Bückeburg Achum;;E9.0850;N52.2868;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Bückeburg Cammer;;E8.9966;N52.3119;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Bückeburg Bergdorf;;E9.0624;N52.2548;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Bückeburg Müsingen;;E9.0726;N52.2701;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Obernkirchen;;E9.1291;N52.2721;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Obernkirchen Gelldorf;;E9.1186;N52.2836;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Obernkirchen Obernkirchen;;E9.1437;N52.2592;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Obernkirchen Röhrkasten;;E9.1164;N52.2562;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Obernkirchen Vehlen;;E9.1026;N52.2728;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Obernkirchen Krainhagen;;E9.1223;N52.2499;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Nienstädt Liekwegen;;E9.1705;N52.2854;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Nienstädt Nienstädt;;E9.1669;N52.2930;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Nienstädt;;E9.1644;N52.2924;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Seggebruch;;E9.0946;N52.3005;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Helpsen;;E9.1168;N52.3113;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Seggebruch Tallensen-Echtorf;;E9.0916;N52.2926;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Helpsen Südhorsten;;E9.1259;N52.2966;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Seggebruch Seggebruch;;E9.0982;N52.3020;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Helpsen Kirchhorsten;;E9.1325;N52.3029;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Seggebruch Schierneichen-Deinsen;;E9.0930;N52.3124;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Helpsen Helpsen;;E9.1172;N52.3110;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Hespe;;E9.1082;N52.3300;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Hespe Stemmen;;E9.1062;N52.3196;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Hespe Hespe-Hiddensen;;E9.1047;N52.3335;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Hespe Levesen;;E9.1194;N52.3214;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Lindhorst Schöttlingen;;E9.2787;N52.3479;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Lindhorst Ottensen;;E9.2992;N52.3681;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Lindhorst Lindhorst;;E9.2843;N52.3580;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Lindhorst;;E9.2832;N52.3579;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Beckedorf;;E9.3167;N52.3500;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Heuerßen Kobbensen;;E9.2904;N52.3384;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Heuerßen;;E9.2772;N52.3295;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Heuerßen Heuerßen;;E9.2787;N52.3294;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Lüdersfeld Lüdersfeld;;E9.2509;N52.3582;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Lüdersfeld Vornhagen;;E9.2502;N52.3411;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Lüdersfeld;;E9.2542;N52.3599;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Heeßen;;E9.0964;N52.2321;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Bad Eilsen;;E9.0982;N52.2421;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Ahnsen;;E9.1009;N52.2547;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Buchholz;;E9.1278;N52.2265;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Luhden Luhden;;E9.0971;N52.2310;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Luhden;;E9.0926;N52.2254;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Luhden Schermbeck;;E9.0726;N52.2234;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Niedernwöhren;;E9.1479;N52.3521;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Lauenhagen Lauenhagen;;E9.2093;N52.3569;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Lauenhagen Hülshagen;;E9.2268;N52.3690;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Lauenhagen;;E9.2064;N52.3555;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Meerbeck;;E9.1507;N52.3417;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Meerbeck Meerbeck;;E9.1523;N52.3420;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Meerbeck Kuckshagen;;E9.1296;N52.3358;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Meerbeck Volksdorf;;E9.1194;N52.3402;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Nordsehl;;E9.1833;N52.3500;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Pollhagen;;E9.1881;N52.3853;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Wiedensahl;;E9.1202;N52.3838;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Rinteln;;E9.1195;N52.1733;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Rinteln Uchtorf;;E9.0992;N52.1578;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Rinteln Engern;;E9.1072;N52.1946;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Rinteln Goldbeck;;E9.1516;N52.1034;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Rinteln Rinteln;;E9.0711;N52.1787;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Rinteln Friedrichswald;;E9.1479;N52.1348;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Rinteln Exten;;E9.0963;N52.1694;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Rinteln Deckbergen;;E9.1683;N52.2018;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Rinteln Hohenrode;;E9.1494;N52.1712;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Rinteln Strücken;;E9.1159;N52.1668;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Rinteln Steinbergen;;E9.1201;N52.2099;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Rinteln Möllenbeck;;E9.0315;N52.1645;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Rinteln Krankenhagen;;E9.0810;N52.1537;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Rinteln Kohlenstädt;;E9.1494;N52.1856;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Rinteln Todenmann;;E9.0536;N52.2122;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Rinteln Westendorf;;E9.1479;N52.2032;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Rinteln Ahe;;E9.1385;N52.1843;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Rinteln Schaumburg;;E9.1881;N52.2000;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Rinteln Wennenkamp;;E9.1378;N52.1447;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Rinteln Volksen;;E9.1072;N52.1429;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Auetal;;E9.2516;N52.2388;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Auetal Poggenhagen;;E9.2056;N52.2288;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Auetal Antendorf;;E9.2926;N52.2405;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Auetal Rehren A.O.;;E9.2363;N52.2310;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Auetal Bernsen;;E9.1705;N52.2211;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Auetal Kathrinhagen;;E9.2064;N52.2364;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Auetal Escher;;E9.2670;N52.2373;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Auetal Westerwald;;E9.2370;N52.2499;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Auetal Wiersen;;E9.3072;N52.2670;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Auetal Altenhagen;;E9.0572;N52.2611;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Auetal Schoholtensen;;E9.2860;N52.2679;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Auetal Rolfshagen;;E9.1442;N52.2319;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Auetal Rannenberg;;E9.2473;N52.2166;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Auetal Hattendorf;;E9.2824;N52.2346;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Auetal Borstel;;E9.1947;N52.2292;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Auetal Klein Holtensen;;E9.2868;N52.2611;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Auetal Raden;;E9.3102;N52.2297;12;
4;DE;Niedersachsen;Hameln-Pyrmont;Hameln;;E9.3676;N52.1037;12;
4;DE;Niedersachsen;Hameln-Pyrmont;Hameln;;E9.3388;N52.1150;12;
4;DE;Niedersachsen;Hameln-Pyrmont;Hameln;;E9.3950;N52.0988;12;
4;DE;Niedersachsen;Hameln-Pyrmont;Bad Pyrmont;;E9.2525;N51.9859;12;
4;DE;Niedersachsen;Region Hannover;Springe;;E9.5542;N52.2084;12;
4;DE;Niedersachsen;Hameln-Pyrmont;Hessisch Oldendorf;;E9.2491;N52.1727;12;
4;DE;Niedersachsen;Hameln-Pyrmont;Bad Münder am Deister;;E9.4642;N52.1955;12;
4;DE;Niedersachsen;Hameln-Pyrmont;Aerzen;;E9.2586;N52.0495;12;
4;DE;Niedersachsen;Hameln-Pyrmont;Emmerthal;;E9.4001;N52.0449;12;
4;DE;Niedersachsen;Hameln-Pyrmont;Coppenbrügge;;E9.5487;N52.1185;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Messenkamp;;E9.3802;N52.2600;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Hülsede Hülsede;;E9.3613;N52.2499;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Hülsede;;E9.3615;N52.2495;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Hülsede Schmarrie;;E9.3745;N52.2427;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Pohle;;E9.3440;N52.2663;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Messenkamp Messenkamp;;E9.3942;N52.2589;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Lauenau;;E9.3693;N52.2739;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Lauenau Lauenau;;E9.3710;N52.2679;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Messenkamp Altenhagen II;;E9.3993;N52.2616;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Lauenau Feggendorf;;E9.3876;N52.2836;12;
4;DE;Niedersachsen;Landkreis Schaumburg;Hülsede Meinsen;;E9.3526;N52.2553;12;
4;DE;Niedersachsen;Landkreis Holzminden;Ottenstein;;E9.4070;N51.9471;12;
4;DE;Niedersachsen;Landkreis Göttingen;Hannoversch Münden;;E9.6505;N51.4151;12;
4;DE;Niedersachsen;Landkreis Göttingen;Staufenberg;;E9.6333;N51.3500;12;
4;DE;Niedersachsen;Landkreis Göttingen;Göttingen;;E9.9390;N51.5364;12;
