Stufe;Place1;Place2;Place3;Place4;Place5;Longitude;Latitude;Zoom;Icon
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Fresdorf;;E13.0754;N52.2703;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Tremsdorf;;E13.1198;N52.2700;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Saarmund;;E13.1251;N52.3162;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Michendorf;;E13.0300;N52.3135;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Wildenbruch;;E13.0617;N52.2830;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Seddiner See;;E13.0167;N52.2722;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Wilhelmshorst;;E13.0622;N52.3318;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Langerwisch;;E13.0667;N52.3167;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Bergholz-Rehbrücke;;E13.1053;N52.3472;12;
4;DE;Brandenburg;Landkreis Havelland;Falkensee;;E13.0927;N52.5601;12;
4;DE;Brandenburg;Landkreis Havelland;Schönwalde;;E13.1265;N52.6192;12;
4;DE;Brandenburg;Landkreis Havelland;Dallgow-Döberitz;;E13.0584;N52.5427;12;
4;DE;Brandenburg;Landkreis Havelland;Elstal;;E12.9879;N52.5425;12;
4;DE;Brandenburg;Landkreis Havelland;Bergerdamm;;E12.8039;N52.6561;12;
4;DE;Brandenburg;Landkreis Havelland;Börnicke;;E12.9355;N52.6860;12;
4;DE;Brandenburg;Landkreis Havelland;Mühlenberge;;E12.6111;N52.6667;12;
4;DE;Brandenburg;Landkreis Havelland;Tietzow;;E12.9337;N52.7125;12;
4;DE;Brandenburg;Landkreis Havelland;Grünefeld;;E12.9646;N52.6763;12;
4;DE;Brandenburg;Landkreis Havelland;Wachow;;E12.7574;N52.5337;12;
4;DE;Brandenburg;Landkreis Havelland;Falkenrehde;;E12.9234;N52.4963;12;
4;DE;Brandenburg;Landkreis Havelland;Groß Behnitz;;E12.7329;N52.5796;12;
4;DE;Brandenburg;Landkreis Havelland;Etzin;;E12.8542;N52.5177;12;
4;DE;Brandenburg;Landkreis Havelland;Paaren im Glien;;E12.9876;N52.6538;12;
4;DE;Brandenburg;Landkreis Havelland;Klein Behnitz;;E12.7083;N52.5670;12;
4;DE;Brandenburg;Landkreis Havelland;Perwenitz;;E13.0124;N52.6585;12;
4;DE;Brandenburg;Landkreis Havelland;Retzow;;E12.6855;N52.6248;12;
4;DE;Brandenburg;Landkreis Havelland;Paulinenaue;;E12.7107;N52.6770;12;
4;DE;Brandenburg;Landkreis Havelland;Wustermark;;E12.9500;N52.5500;12;
4;DE;Brandenburg;Landkreis Havelland;Wansdorf;;E13.0869;N52.6399;12;
4;DE;Brandenburg;Landkreis Havelland;Kienberg;;E12.9058;N52.6630;12;
4;DE;Brandenburg;Landkreis Havelland;Ribbeck;;E12.7514;N52.6246;12;
4;DE;Brandenburg;Landkreis Havelland;Berge;;E12.7951;N52.6201;12;
4;DE;Brandenburg;Landkreis Havelland;Selbelang;;E12.7138;N52.6328;12;
4;DE;Brandenburg;Landkreis Havelland;Zeestow;;E12.9592;N52.5730;12;
4;DE;Brandenburg;Landkreis Havelland;Lietzow;;E12.8305;N52.6153;12;
4;DE;Brandenburg;Landkreis Havelland;Markee;;E12.8720;N52.5791;12;
4;DE;Brandenburg;Landkreis Havelland;Nauen;;E12.8737;N52.6070;12;
4;DE;Brandenburg;Landkreis Havelland;Pausin;;E13.0423;N52.6389;12;
4;DE;Brandenburg;Landkreis Havelland;Brädikow;;E12.6500;N52.6898;12;
4;DE;Brandenburg;Landkreis Havelland;Tremmen;;E12.8181;N52.5305;12;
4;DE;Brandenburg;Landkreis Havelland;Bredow;;E12.9266;N52.5887;12;
4;DE;Brandenburg;Landkreis Havelland;Pessin;;E12.6668;N52.6424;12;
4;DE;Brandenburg;Landkreis Havelland;Brieselang;;E13.0000;N52.5833;12;
4;DE;Brandenburg;Landkreis Havelland;Vietznitz;;E12.6256;N52.7284;12;
4;DE;Brandenburg;Landkreis Havelland;Warsow;;E12.6433;N52.7113;12;
4;DE;Brandenburg;Landkreis Havelland;Mühlenberge;;E12.6111;N52.6667;12;
4;DE;Brandenburg;Landkreis Havelland;Friesack;;E12.5797;N52.7376;12;
4;DE;Brandenburg;Landkreis Havelland;Ketzin;;E12.8453;N52.4781;12;
4;DE;Brandenburg;Landkreis Havelland;Zachow;;E12.7845;N52.4837;12;
4;DE;Brandenburg;Landkreis Havelland;Rathenow;;E12.3370;N52.6066;12;
4;DE;Brandenburg;Landkreis Havelland;Stechow-Ferchesar;;E12.4500;N52.6478;12;
4;DE;Brandenburg;Landkreis Havelland;Gräningen;;E12.4722;N52.5789;12;
4;DE;Brandenburg;Landkreis Havelland;Nennhausen;;E12.5000;N52.6000;12;
4;DE;Brandenburg;Landkreis Havelland;Landin;;E12.5353;N52.6642;12;
4;DE;Brandenburg;Landkreis Havelland;Großwudicke;;E12.2327;N52.5929;12;
4;DE;Brandenburg;Landkreis Havelland;Märkisch Luch Möthlow;;E12.6500;N52.6000;12;
4;DE;Brandenburg;Landkreis Havelland;Märkisch Luch Barnewitz;;E12.6167;N52.5667;12;
4;DE;Brandenburg;Landkreis Havelland;Zollchow;;E12.2100;N52.5282;12;
4;DE;Brandenburg;Landkreis Havelland;Bamme;;E12.4336;N52.5830;12;
4;DE;Brandenburg;Landkreis Havelland;Märkisch Luch Garlitz;;E12.5667;N52.5667;12;
4;DE;Brandenburg;Landkreis Havelland;Nitzahn;;E12.3608;N52.4672;12;
4;DE;Brandenburg;Landkreis Havelland;Vieritz;;E12.2564;N52.5249;12;
4;DE;Brandenburg;Landkreis Havelland;Märkisch Luch Buschow;;E12.6333;N52.5833;12;
4;DE;Brandenburg;Landkreis Havelland;Jerchel;;E12.3433;N52.4876;12;
4;DE;Brandenburg;Landkreis Havelland;Mützlitz;;E12.5108;N52.5585;12;
4;DE;Brandenburg;Landkreis Havelland;Kriele;;E12.5557;N52.6551;12;
4;DE;Brandenburg;Landkreis Havelland;Kotzen;;E12.5167;N52.6333;12;
4;DE;Brandenburg;Landkreis Havelland;Bützer;;E12.2995;N52.5364;12;
4;DE;Brandenburg;Landkreis Havelland;Möthlitz;;E12.3899;N52.4755;12;
4;DE;Brandenburg;Landkreis Havelland;Märkisch Luch;;E12.6167;N52.5875;12;
4;DE;Brandenburg;Landkreis Havelland;Liepe;;E12.6014;N52.6135;12;
4;DE;Brandenburg;Landkreis Havelland;Seeblick;;E12.3778;N52.6722;12;
4;DE;Brandenburg;Landkreis Havelland;Milow;;E12.3115;N52.5195;12;
4;DE;Brandenburg;Landkreis Havelland;Havelaue;;E12.2567;N52.7167;12;
4;DE;Brandenburg;Landkreis Havelland;Premnitz;;E12.3485;N52.5318;12;
4;DE;Brandenburg;Landkreis Havelland;Döberitz;;E12.3682;N52.5222;12;
4;DE;Brandenburg;Landkreis Havelland;Rhinow;;E12.3419;N52.7509;12;
4;DE;Brandenburg;Landkreis Havelland;Kleßen-Görne;;E12.5000;N52.7167;12;
4;DE;Brandenburg;Landkreis Havelland;Havelaue;;E12.2567;N52.7167;12;
4;DE;Brandenburg;Landkreis Havelland;Gollenberg;;E12.4000;N52.7450;12;
4;DE;Brandenburg;Kreisfreie Stadt Brandenburg an der Havel;Brandenburg an der Havel;;E12.5228;N52.4189;12;
4;DE;Brandenburg;Kreisfreie Stadt Brandenburg an der Havel;Brandenburg an der Havel;;E12.5297;N52.4358;12;
4;DE;Brandenburg;Kreisfreie Stadt Brandenburg an der Havel;Brandenburg an der Havel;;E12.4144;N52.3864;12;
4;DE;Brandenburg;Kreisfreie Stadt Brandenburg an der Havel;Brandenburg an der Havel;;E12.5680;N52.4043;12;
4;DE;Brandenburg;Kreisfreie Stadt Brandenburg an der Havel;Wust;;E12.6106;N52.4147;12;
4;DE;Brandenburg;Kreisfreie Stadt Brandenburg an der Havel;Gollwitz;;E12.6451;N52.4195;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Wollin;;E12.4667;N52.2833;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Wenzlow;;E12.4500;N52.3000;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Götz;;E12.7193;N52.4197;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Kloster Lehnin;;E12.6625;N52.3271;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Golzow;;E12.6005;N52.2762;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Schenkenberg;;E12.7112;N52.3904;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Beetzsee;;E12.5611;N52.4833;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Havelsee;;E12.4667;N52.4929;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Jeserig;;E12.4511;N52.0859;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Päwesin;;E12.7167;N52.5167;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Beetzseeheide;;E12.6125;N52.4917;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Roskow;;E12.7189;N52.4724;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Planetal;;E12.6767;N52.1167;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Planebruch;;E12.6875;N52.2542;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Trechwitz;;E12.7192;N52.3662;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Wusterwitz;;E12.3849;N52.3667;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Rosenau;;E12.3583;N52.3292;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Bensdorf;;E12.3333;N52.4167;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Buckautal;;E12.3222;N52.2333;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Gräben;;E12.4333;N52.2333;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Rottstock;;E12.3523;N52.1989;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Ziesar;;E12.3471;N52.2405;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Kloster Lehnin;;E12.6625;N52.3271;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Havelsee;;E12.4667;N52.4929;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Schwanebeck;;E12.6272;N52.1765;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Hagelberg;;E12.5196;N52.1386;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Belzig;;E12.6000;N52.1333;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Planetal;;E12.6767;N52.1167;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Borkwalde;;E12.8333;N52.2500;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Borkheide;;E12.8500;N52.2167;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Planebruch;;E12.6875;N52.2542;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Linthe;;E12.7851;N52.1975;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Brück;;E12.7687;N52.1977;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Mühlenfließ;;E12.7917;N52.1194;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Niemegk;;E12.6185;N52.0531;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Mühlenfließ;;E12.7917;N52.1194;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Rabenstein/Fläming;;E12.6313;N52.0333;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Wiesenburg;;E12.4553;N52.1146;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Görzke;;E12.3751;N52.1718;12;
4;DE;Brandenburg;Landkreis Teltow-Fläming;Niedergörsdorf;;E12.9854;N51.9794;12;
4;DE;Brandenburg;Landkreis Teltow-Fläming;Jüterbog;;E13.0798;N51.9961;12;
4;DE;Brandenburg;Landkreis Teltow-Fläming;Niebendorf-Heinsdorf;;E13.3333;N51.9333;12;
4;DE;Brandenburg;Landkreis Teltow-Fläming;Wahlsdorf;;E13.3278;N51.9562;12;
4;DE;Brandenburg;Landkreis Teltow-Fläming;Herbersdorf;;E13.2950;N51.8618;12;
4;DE;Brandenburg;Landkreis Teltow-Fläming;Ihlow;;E13.3377;N51.8672;12;
4;DE;Brandenburg;Landkreis Teltow-Fläming;Hohenseefeld;;E13.3050;N51.8895;12;
4;DE;Brandenburg;Landkreis Teltow-Fläming;Nuthe-Urstromtal;;E13.2152;N52.1116;12;
4;DE;Brandenburg;Landkreis Teltow-Fläming;Niederer Fläming;;E13.2092;N51.9025;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Treuenbrietzen;;E12.8726;N52.0975;12;
4;DE;Brandenburg;Landkreis Potsdam-Mittelmark;Lühsdorf;;E12.9703;N52.1564;12;
4;DE;Brandenburg;Landkreis Teltow-Fläming;Luckenwalde;;E13.1677;N52.0903;12;
4;DE;Brandenburg;Landkreis Teltow-Fläming;Lüdersdorf;;E13.2899;N52.1858;12;
4;DE;Brandenburg;Landkreis Teltow-Fläming;Nuthe-Urstromtal;;E13.2152;N52.1116;12;
4;DE;Brandenburg;Landkreis Teltow-Fläming;Schönhagen;;E13.1464;N52.2130;12;
4;DE;Brandenburg;Landkreis Teltow-Fläming;Trebbin;;E13.2250;N52.2168;12;
4;DE;Brandenburg;Landkreis Teltow-Fläming;Thyrow;;E13.2396;N52.2526;12;
4;DE;Brandenburg;Landkreis Teltow-Fläming;Ludwigsfelde;;E13.2540;N52.3032;12;
4;DE;Brandenburg;Landkreis Teltow-Fläming;Großbeeren;;E13.3099;N52.3586;12;
4;DE;Brandenburg;Frankfurt (Oder);Frankfurt (Oder);;E14.5539;N52.3475;12;
4;DE;Brandenburg;Frankfurt (Oder);Frankfurt (Oder);;E14.5325;N52.3241;12;
4;DE;Brandenburg;Frankfurt (Oder);Frankfurt (Oder);;E14.5244;N52.3646;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Jacobsdorf Jacobsdorf;;E14.4179;N52.3345;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Jacobsdorf Pillgram;;E14.4000;N52.3333;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Treplin;;E14.4000;N52.4000;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Jacobsdorf;;E14.3500;N52.3333;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Jacobsdorf Sieversdorf;;E14.3667;N52.3833;12;
4;DE;Brandenburg;Frankfurt (Oder);Frankfurt (Oder);;E14.5500;N52.3500;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Jacobsdorf Petersdorf bei Briesen;;E14.3500;N52.3667;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Brieskow-Finkenheerd;;E14.5728;N52.2539;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Groß Lindow;;E14.5333;N52.2333;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Wiesenau;;E14.5911;N52.2307;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Ziltendorf Aurith;;E14.6833;N52.2500;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Groß Lindow Schlaubehammer;;E14.4833;N52.2500;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Ziltendorf;;E14.6241;N52.2061;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Ziltendorf Ernst-Thälmann-Siedlung;;E14.6333;N52.2333;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Groß Lindow Weißenspring;;E14.5167;N52.2333;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Dammendorf;;E14.4160;N52.1408;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Müllrose;;E14.4179;N52.2474;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Mixdorf;;E14.4000;N52.2000;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Grunow-Dammendorf;;E14.4083;N52.1500;12;
4;DE;Brandenburg;Landkreis Oder-Spree;Grunow-Dammendorf Grunow;;E14.4000;N52.1500;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Vierlinden Diedersdorf;;E14.3311;N52.5121;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Werbig;;E14.3848;N52.5617;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Vierlinden Görlsdorf;;E14.3107;N52.5299;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Vierlinden Marxdorf;;E14.2800;N52.4830;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Falkenhagen;;E14.3167;N52.4333;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Vierlinden Neuentempel;;E14.3265;N52.5020;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Seelow;;E14.3813;N52.5339;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Lietzen;;E14.3401;N52.4699;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Vierlinden Worin;;E14.2749;N52.5206;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Lindendorf;;E14.4285;N52.4899;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Vierlinden Friedersdorf;;E14.3987;N52.5102;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Gusow-Platkow Gusow;;E14.3556;N52.5719;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Vierlinden;;E14.3141;N52.5150;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Lindendorf Neu Mahlisch;;E14.3898;N52.4802;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Lindendorf Libbenichen;;E14.4367;N52.4775;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Fichtenhöhe Alt Mahlisch;;E14.4209;N52.4641;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Lindendorf Dolgelin;;E14.4071;N52.4955;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Vierlinden Alt Rosenthal;;E14.2770;N52.5471;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Gusow-Platkow;;E14.3400;N52.5777;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Lindendorf Sachsendorf;;E14.4804;N52.5063;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Gusow-Platkow Platkow;;E14.3244;N52.5835;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Fichtenhöhe;;E14.4469;N52.4556;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Fichtenhöhe Niederjesar;;E14.4324;N52.4449;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Sietzing;;E14.2860;N52.6594;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Neutrebbin Alttrebbin;;E14.2481;N52.6908;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Neuhardenberg Quappendorf;;E14.2669;N52.6186;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Neuhardenberg;;E14.2377;N52.5960;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Neuhardenberg Neuhardenberg;;E14.2402;N52.5955;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Neutrebbin Neutrebbin;;E14.2333;N52.6667;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Neuhardenberg Wulkow bei Trebnitz;;E14.2351;N52.5697;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Neutrebbin;;E14.2280;N52.6648;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Neuhardenberg Altfriedland;;E14.2135;N52.6274;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Neutrebbin Altbarnim;;E14.2808;N52.6857;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Gieshof-Zelliner Loose;;E14.3174;N52.7237;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Neubarnim;;E14.3056;N52.7025;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Letschin;;E14.3601;N52.6438;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Ortwig;;E14.3562;N52.7039;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Kiehnwerder;;E14.3030;N52.6316;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Kienitz;;E14.4389;N52.6731;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Groß Neuendorf;;E14.4081;N52.7005;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Lebus Wulkow;;E14.4715;N52.4021;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Podelzig;;E14.5347;N52.4717;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Lebus;;E14.5323;N52.4272;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Lebus Lebus;;E14.5330;N52.4236;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Zeschdorf;;E14.3875;N52.4213;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Zeschdorf Alt Zeschdorf;;E14.4465;N52.4248;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Lebus Mallnow;;E14.4926;N52.4560;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Fichtenhöhe;;E14.4469;N52.4556;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Zeschdorf Döbberin;;E14.3736;N52.4414;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Zeschdorf Petershagen;;E14.3425;N52.3978;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Lebus Schönfließ;;E14.4735;N52.4212;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Fichtenhöhe Carzig;;E14.4875;N52.4579;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Zechin;;E14.4525;N52.6084;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Küstriner Vorland;;E14.5728;N52.5624;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Golzow;;E14.4930;N52.5740;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Zechin Zechin;;E14.4579;N52.6124;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Alt Tucheband Ratstock;;E14.5412;N52.5215;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Alt Tucheband;;E14.5123;N52.5373;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Zechin Buschdorf;;E14.4403;N52.6023;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Bleyen-Genschmar Bleyen;;E14.6105;N52.5880;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Reitwein;;E14.5817;N52.5009;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Küstriner Vorland Küstrin-Kietz;;E14.6105;N52.5668;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Zechin Friedrichsaue;;E14.4726;N52.5982;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Alt Tucheband Alt Tucheband;;E14.5134;N52.5386;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Bleyen-Genschmar;;E14.5646;N52.6017;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Küstriner Vorland Gorgast;;E14.5515;N52.5682;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Küstriner Vorland Manschnow;;E14.5564;N52.5521;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Alt Tucheband Hathenow;;E14.5357;N52.5041;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Bleyen-Genschmar Genschmar;;E14.5187;N52.6155;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Strausberg;;E13.8874;N52.5786;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Rehfelde Rehfelde;;E13.9156;N52.5368;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Werder;;E13.9442;N52.5200;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Petershagen-Eggersdorf;;E13.8000;N52.5250;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Altlandsberg;;E13.7281;N52.5650;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Rehfelde;;E13.9088;N52.5342;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Lichtenow;;E13.9114;N52.4797;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Oberbarnim Klosterdorf;;E13.9569;N52.5914;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Prötzel;;E13.9878;N52.6372;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Prötzel Prädikow;;E14.0177;N52.6159;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Rehfelde Werder;;E13.9462;N52.5205;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Rehfelde Zinndorf;;E13.9256;N52.5027;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Garzau-Garzin Garzin;;E13.9822;N52.5457;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Zinndorf;;E13.9225;N52.5015;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Reichenow-Möglin Reichenow;;E14.0775;N52.6470;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Prötzel Sternebeck;;E13.9937;N52.6748;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Garzau-Garzin Garzau;;E13.9511;N52.5307;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Oberbarnim;;E14.0355;N52.5938;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Prötzel Prötzel;;E13.9895;N52.6391;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Garzau-Garzin;;E13.9667;N52.5382;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Prötzel Harnekop;;E14.0137;N52.6844;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Reichenow-Möglin Möglin;;E14.1100;N52.6653;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Reichenow-Möglin;;E14.0937;N52.6562;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Hönow;;E13.6376;N52.5467;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Dahlwitz-Hoppegarten;;E13.6667;N52.5167;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Neuenhagen bei Berlin;;E13.6833;N52.5333;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Münchehofe;;E14.1376;N52.5562;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Fredersdorf-Vogelsdorf;;E13.7333;N52.5000;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Petershagen-Eggersdorf;;E13.8000;N52.5250;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Müncheberg;;E14.1333;N52.5000;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Müncheberg;;E14.1359;N52.5114;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Oberbarnim Grunow;;E14.0320;N52.6028;12;
4;DE;Brandenburg;Landkreis Märkisch-Oderland;Buckow;;E14.0743;N52.5661;12;
